MET.SUB/DISTRICT/STATION,AREA(sq. km),,1-Jan-22,2-Jan-22,3-Jan-22,4-Jan-22,5-Jan-22,6-Jan-22,7-Jan-22,8-Jan-22,9-Jan-22,10-Jan-22,11-Jan-22,12-Jan-22,13-Jan-22,14-Jan-22,15-Jan-22,16-Jan-22,17-Jan-22,18-Jan-22,19-Jan-22,20-Jan-22,21-Jan-22,22-Jan-22,23-Jan-22,24-Jan-22,25-Jan-22,26-Jan-22,27-Jan-22,28-Jan-22,29-Jan-22,30-Jan-22,31-Jan-22,1-Feb-22,2-Feb-22,3-Feb-22,4-Feb-22,5-Feb-22,6-Feb-22,7-Feb-22,8-Feb-22,9-Feb-22,10-Feb-22,11-Feb-22,12-Feb-22,13-Feb-22,14-Feb-22,15-Feb-22,16-Feb-22,17-Feb-22,18-Feb-22,19-Feb-22,20-Feb-22,21-Feb-22,22-Feb-22,23-Feb-22,24-Feb-22,25-Feb-22,26-Feb-22,27-Feb-22,28-Feb-22,1-Mar-22,2-Mar-22,3-Mar-22,4-Mar-22,5-Mar-22,6-Mar-22,7-Mar-22,8-Mar-22,9-Mar-22,10-Mar-22,11-Mar-22,12-Mar-22,13-Mar-22,14-Mar-22,15-Mar-22,16-Mar-22,17-Mar-22,18-Mar-22,19-Mar-22,20-Mar-22,21-Mar-22,22-Mar-22,23-Mar-22,24-Mar-22,25-Mar-22,26-Mar-22,27-Mar-22,28-Mar-22,29-Mar-22,30-Mar-22,31-Mar-22,1-Apr-22,2-Apr-22,3-Apr-22,4-Apr-22,5-Apr-22,6-Apr-22,7-Apr-22,8-Apr-22,9-Apr-22,10-Apr-22,11-Apr-22,12-Apr-22,13-Apr-22,14-Apr-22,15-Apr-22,16-Apr-22,17-Apr-22,18-Apr-22,19-Apr-22,20-Apr-22,21-Apr-22,22-Apr-22,23-Apr-22,24-Apr-22,25-Apr-22,26-Apr-22,27-Apr-22,28-Apr-22,29-Apr-22,30-Apr-22,1-May-22,2-May-22,3-May-22,4-May-22,5-May-22,6-May-22,7-May-22,8-May-22,9-May-22,10-May-22,11-May-22,12-May-22,13-May-22,14-May-22,15-May-22,16-May-22,17-May-22,18-May-22,19-May-22,20-May-22,21-May-22,22-May-22,23-May-22,24-May-22,25-May-22,26-May-22,27-May-22,28-May-22,29-May-22,30-May-22,31-May-22,1-Jun-22,2-Jun-22,3-Jun-22,4-Jun-22,5-Jun-22,6-Jun-22,7-Jun-22,8-Jun-22,9-Jun-22,10-Jun-22,11-Jun-22,12-Jun-22,13-Jun-22,14-Jun-22,15-Jun-22,16-Jun-22,17-Jun-22,18-Jun-22,19-Jun-22,20-Jun-22,21-Jun-22,22-Jun-22,23-Jun-22,24-Jun-22,25-Jun-22,26-Jun-22,27-Jun-22,28-Jun-22,29-Jun-22,30-Jun-22,1-Jul-22,2-Jul-22,3-Jul-22,4-Jul-22,5-Jul-22,6-Jul-22,7-Jul-22,8-Jul-22,9-Jul-22,10-Jul-22,11-Jul-22,12-Jul-22,13-Jul-22,14-Jul-22,15-Jul-22,16-Jul-22,17-Jul-22,18-Jul-22,19-Jul-22,20-Jul-22,21-Jul-22,22-Jul-22,23-Jul-22,24-Jul-22,25-Jul-22,26-Jul-22,27-Jul-22,28-Jul-22,29-Jul-22,30-Jul-22,31-Jul-22,1-Aug-22,2-Aug-22,3-Aug-22,4-Aug-22,5-Aug-22,6-Aug-22,7-Aug-22,8-Aug-22,9-Aug-22,10-Aug-22,11-Aug-22,12-Aug-22,13-Aug-22,14-Aug-22,15-Aug-22,16-Aug-22,17-Aug-22,18-Aug-22,19-Aug-22,20-Aug-22,21-Aug-22,22-Aug-22,23-Aug-22,24-Aug-22,25-Aug-22,26-Aug-22,27-Aug-22,28-Aug-22,29-Aug-22,30-Aug-22,31-Aug-22,1-Sep-22,2-Sep-22,3-Sep-22,4-Sep-22,5-Sep-22,6-Sep-22,7-Sep-22,8-Sep-22,9-Sep-22,10-Sep-22,11-Sep-22,12-Sep-22,13-Sep-22,14-Sep-22,15-Sep-22,16-Sep-22,17-Sep-22,18-Sep-22,19-Sep-22,20-Sep-22,21-Sep-22,22-Sep-22,23-Sep-22,24-Sep-22,25-Sep-22,26-Sep-22,27-Sep-22,28-Sep-22,29-Sep-22,30-Sep-22,1-Oct-22,2-Oct-22,3-Oct-22,4-Oct-22,5-Oct-22,6-Oct-22,7-Oct-22,8-Oct-22,9-Oct-22,10-Oct-22,11-Oct-22,12-Oct-22,13-Oct-22,14-Oct-22,15-Oct-22,16-Oct-22,17-Oct-22,18-Oct-22,19-Oct-22,20-Oct-22,21-Oct-22,22-Oct-22,23-Oct-22,24-Oct-22,25-Oct-22,26-Oct-22,27-Oct-22,28-Oct-22,29-Oct-22,30-Oct-22,31-Oct-22,1-Nov-22,2-Nov-22,3-Nov-22,4-Nov-22,5-Nov-22,6-Nov-22,7-Nov-22,8-Nov-22,9-Nov-22,10-Nov-22,11-Nov-22,12-Nov-22,13-Nov-22,14-Nov-22,15-Nov-22,16-Nov-22,17-Nov-22,18-Nov-22,19-Nov-22,20-Nov-22,21-Nov-22,22-Nov-22,23-Nov-22,24-Nov-22,25-Nov-22,26-Nov-22,27-Nov-22,28-Nov-22,29-Nov-22,30-Nov-22,1-Dec-22,2-Dec-22,3-Dec-22,4-Dec-22,5-Dec-22,6-Dec-22,7-Dec-22,8-Dec-22,9-Dec-22,10-Dec-22,11-Dec-22,12-Dec-22,13-Dec-22,14-Dec-22,15-Dec-22,16-Dec-22,17-Dec-22,18-Dec-22,19-Dec-22,20-Dec-22,21-Dec-22,22-Dec-22,23-Dec-22,24-Dec-22,25-Dec-22,26-Dec-22,27-Dec-22,28-Dec-22,29-Dec-22,30-Dec-22,31-Dec-22
JOKIHAT,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,28.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,0.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,0.0,12.2,0.0,0.0,15.8,28.2,0.0,0.0,23.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.4,40.2,38.4,24.2,0.0,78.2,5.4,0.0,12.0,26.2,0.0,126.4,5.4,12.4,1.4,0.0,0.0,27.4,0.0,0.0,0.0,0.0,0.0,0.0,46.4,79.2,37.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.2,0.0,0.0,0.0,0.0,2.2,0.0,44.2,40.2,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,20.2,4.8,0.0,0.0,14.8,0.0,0.0,0.0,8.2,154.2,10.2,0.0,0.0,12.2,22.4,16.8,72.2,54.6,0.0,0.0,0.0,0.0,0.0,0.0,42.2,20.2,0.0,0.0,18.6,0.0,0.0,22.0,0.0,0.0,18.6,0.0,22.8,26.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.8,22.6,14.8,0.0,0.0,0.0,12.8,0.0,12.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NARPATGANJ,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.6,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,0.0,0.0,22.4,0.0,0.0,2.6,24.4,0.0,0.0,0.0,8.8,0.0,0.0,0.0,0.0,22.8,0.0,0.0,0.0,0.0,9.0,13.4,28.8,32.2,0.0,84.2,26.0,0.0,48.6,40.2,6.4,6.4,2.0,30.2,2.0,4.2,0.0,6.6,0.0,0.0,0.0,4.0,0.0,2.6,56.4,88.4,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.2,0.0,58.2,0.0,0.0,8.6,0.0,12.2,0.0,38.4,28.0,22.4,0.0,0.0,0.0,0.0,2.4,0.0,2.2,0.0,0.0,0.0,0.0,2.2,16.4,0.0,0.0,0.0,2.0,4.6,0.0,0.0,0.0,6.2,4.2,0.0,0.0,40.0,14.0,8.8,4.6,4.2,4.2,6.2,8.4,14.2,98.6,0.0,0.0,0.0,0.0,0.0,0.0,11.2,8.6,0.0,0.0,18.6,0.0,0.0,2.0,0.0,0.0,14.2,0.0,4.4,10.4,0.0,0.0,70.6,0.0,0.0,0.0,0.0,12.2,18.2,4.2,0.0,0.0,0.0,0.0,0.0,8.2,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RANIGANJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,34.2,39.2,23.0,0.0,0.0,0.0,0.0,0.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIKTI,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,12.6,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0,36.4,18.2,20.6,0.0,0.0,24.2,26.2,0.0,0.0,22.6,0.0,24.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.4,14.6,4.2,0.0,0.0,82.6,8.2,0.0,0.0,38.2,6.4,14.2,4.6,32.2,26.0,23.4,0.0,18.6,0.0,0.0,0.0,4.2,4.6,14.4,54.2,104.2,20.4,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,22.6,0.0,4.2,6.2,0.0,18.4,6.2,42.6,10.4,22.6,10.2,0.0,0.0,8.4,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,2.4,0.0,0.0,18.6,8.2,8.6,2.4,1.4,10.6,28.4,32.6,0.0,38.6,0.0,0.0,0.0,0.0,0.0,0.0,10.6,8.4,0.0,0.0,8.2,2.6,0.0,0.0,0.0,0.0,0.0,0.0,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,8.2,10.6,0.0,0.0,0.0,22.6,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,AVG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,15.3,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,3.3,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,7.7,11.7,3.6,16.7,0.0,0.0,14.7,19.6,0.0,3.3,12.8,1.9,4.9,0.0,0.0,0.0,32.1,0.8,0.1,0.0,0.0,48.2,25.5,30.9,24.7,0.8,79.3,10.2,0.0,24.6,36.6,5.4,51.3,2.7,28.0,12.5,9.2,1.6,25.6,0.4,0.0,0.0,1.6,1.3,3.5,68.0,134.5,33.1,0.0,0.2,0.8,0.2,0.0,0.0,1.9,0.0,0.5,0.2,0.1,2.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.4,0.2,25.9,2.2,61.4,0.6,3.2,11.6,0.0,30.6,1.8,52.7,22.3,23.4,2.0,2.2,0.0,1.7,1.0,0.0,4.5,0.0,0.0,0.0,0.0,0.4,6.6,0.3,0.0,0.0,1.0,11.4,1.6,0.0,0.0,14.2,15.0,0.0,0.0,19.6,49.8,7.3,3.4,1.4,8.0,19.4,24.0,27.5,59.6,0.0,0.0,0.0,0.0,0.0,0.0,21.1,11.1,4.9,0.0,17.4,2.1,0.0,10.8,0.0,0.5,8.2,1.1,13.7,16.7,1.0,0.1,29.4,0.0,0.0,0.0,0.0,25.0,23.7,13.3,0.0,0.0,0.0,30.3,0.7,7.7,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISTRICT: ARWAL,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARWAL,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,18.0,0.0,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,49.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,42.2,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,5.2,4.2,0.0,8.2,0.0,0.0,0.0,14.6,0.0,0.0,0.0,32.2,52.2,0.0,10.2,6.2,18.0,0.0,2.4,0.0,7.2,0.0,0.0,0.0,0.0,46.2,20.0,0.0,0.0,0.0,0.0,72.2,0.0,0.0,0.0,28.0,0.0,2.4,0.0,5.0,0.0,0.0,0.0,5.4,15.4,5.4,2.0,0.0,0.0,4.2,4.6,0.0,0.0,0.0,0.0,1.2,4.2,6.2,4.2,7.0,7.2,0.0,32.2,26.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.2,1.2,0.0,0.0,0.0,0.0,0.0,39.2,34.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KALER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,16.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARPI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,4.2,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KINJAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,4.9,0.0,0.0,0.0,0.0,14.2,0.0,0.0,0.0,5.2,0.0,10.3,0.0,26.8,0.0,0.0,0.0,9.3,0.0,19.3,0.0,0.0,0.0,23.8,4.8,0.0,0.0,0.0,0.0,9.8,8.3,0.0,0.0,19.9,11.4,0.0,22.6,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,0.0,0.0,0.0,18.6,0.0,0.0,0.0,0.0,0.0,0.0,3.2,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
